Parameter,Value
Input Neurons,784
Hidden Neurons,[30]
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.001
Accuracy,9078 / 10000

Epoch,Cost,Accuracy
30,0.06654510881700562,3833

Input Neurons,784
Hidden Neurons,"[30, 30]"
Output Neurons,10
Epochs,30
Mini Batch Size,10
Learning Rate,0.001
Accuracy,9541 / 10000

Epoch,Cost,Accuracy
1,0.02158048258704999,8926
2,0.015809979092543024,9231
3,0.01358317031777897,9323
4,0.01184511718315246,9388
5,0.010933861331100919,9433
6,0.010124903755507154,9460
7,0.009704424076377392,9485
8,0.009081034891950555,9483
9,0.008766942225884396,9495
10,0.008562858586115753,9505
11,0.008284209862819228,9539
12,0.007973537245602423,9512
13,0.007791761101583325,9522
14,0.0075638025617514185,9533
15,0.007183880942493436,9546
16,0.00696243292311758,9553
17,0.0073287138194157225,9554
18,0.006810750268870343,9561
19,0.006802460995502278,9544
20,0.006784357349467597,9517
21,0.0065153839788809,9538
22,0.006452624819279042,9550
23,0.00642000809209968,9553
24,0.006214930653305317,9554
25,0.006234548373354686,9559
26,0.006380051674068314,9535
27,0.006081907495782924,9547
28,0.006258736478899451,9533
29,0.006198372133069509,9541
30,0.005924847251893882,9541

Input Neurons,784
Hidden Neurons,"[30, 30]"
Output Neurons,10
Epochs,30
Mini Batch Size,100
Learning Rate,0.001
Accuracy,8417 / 10000

Epoch,Cost,Accuracy
1,0.0693416970022248,5299
2,0.05933318031513759,6274
3,0.05572912172829438,6432
4,0.05216753867191223,6795
5,0.05084244224282732,6715
6,0.04903035442566913,6805
7,0.04720151010428454,6929
8,0.043832548068786364,7224
9,0.03965847224587069,7681
10,0.034698960935448615,7858
11,0.03173454489086744,8048
12,0.029329988873139624,8127
13,0.027673742654472613,8174
14,0.026597122802541315,8202
15,0.026002871029882375,8233
16,0.025395834075606093,8269
17,0.024912395463073007,8288
18,0.024578676486160137,8301
19,0.024246973798551348,8310
20,0.02383432336224185,8324
21,0.02351512113038827,8333
22,0.02327560883154549,8339
23,0.023073245946130177,8360
24,0.022803940691111788,8368
25,0.022563130515401198,8379
26,0.022384984984481184,8393
